ID_Transakcji,Data,Kategoria,Produkt,Cena_Jednostkowa,Liczba_Sztuk,Wartosc_Zamowienia,Koszt_Dostawy,Calkowita_Wartosc,Region
T20240224-020,2024-02-24,Zabawki,Puzzle 1000el. WorldMap,72.3,5,361.5,12.0,373.5,Północny
T20240112-019,2024-01-12,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Centralny
T20240719-017,2024-07-19,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Północny
T20240430-015,2024-04-30,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Północny
T20240601-011,2024-06-01,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20241030-017,2024-10-30,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Wschodni
T20240521-015,2024-05-21,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20241114-025,2024-11-14,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240624-016,2024-06-24,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Południowy
T20240812-031,2024-08-12,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Wschodni
T20240915-018,2024-09-15,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Centralny
T20240518-013,2024-05-18,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Południowy
T20240709-019,2024-07-09,Artykuły sportowe,Rower górski XTerra,1763.0,3,5289.0,40.0,5329.0,Zachodni
T20240331-019,2024-03-31,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Wschodni
T20240229-023,2024-02-29,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Wschodni
T20240526-021,2024-05-26,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Zachodni
T20240830-017,2024-08-30,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Północny
T20240809-019,2024-08-09,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Wschodni
T20240427-025,2024-04-27,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240708-017,2024-07-08,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Południowy
T20240206-017,2024-02-06,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Centralny
T20240220-018,2024-02-20,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Południowy
T20241109-023,2024-11-09,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Północny
T20241114-026,2024-11-14,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20240427-026,2024-04-27,Artykuły sportowe,Kijki trekkingowe Hike,130.8,4,523.2,12.0,535.2,Północny
T20240819-027,2024-08-19,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240506-016,2024-05-06,Książki,Poradnik 'Skuteczny Excel',63.02,2,126.04,8.0,134.04,Wschodni
T20241005-020,2024-10-05,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Zachodni
T20240820-017,2024-08-20,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Północny
T20240821-023,2024-08-21,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Wschodni
T20241028-018,2024-10-28,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Wschodni
T20240311-010,2024-03-11,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Centralny
T20240505-029,2024-05-05,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Północny
T20240814-017,2024-08-14,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Zachodni
T20241221-009,2024-12-21,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Północny
T20240427-027,2024-04-27,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Wschodni
T20240205-022,2024-02-05,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Wschodni
T20240526-022,2024-05-26,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20240417-018,2024-04-17,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Wschodni
T20240507-014,2024-05-07,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Zachodni
T20241016-017,2024-10-16,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Południowy
T20240419-020,2024-04-19,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Wschodni
T20241227-015,2024-12-27,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Południowy
T20240622-017,2024-06-22,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Centralny
T20240502-020,2024-05-02,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Północny
T20240914-015,2024-09-14,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Centralny
T20240614-013,2024-06-14,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Południowy
T20240604-026,2024-06-04,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Wschodni
T20241221-010,2024-12-21,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20240714-012,2024-07-14,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Zachodni
T20240617-023,2024-06-17,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Północny
T20240622-018,2024-06-22,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Południowy
T20240514-019,2024-05-14,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20240304-014,2024-03-04,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,2,615.6,12.0,627.6,Wschodni
T20240529-026,2024-05-29,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Wschodni
T20241103-014,2024-11-03,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240304-015,2024-03-04,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Północny
T20241013-015,2024-10-13,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Zachodni
T20241129-018,2024-11-29,Książki,Kryminał 'Ciemna Noc',39.92,3,119.76,8.0,127.76,Zachodni
T20240520-023,2024-05-20,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Północny
T20241124-023,2024-11-24,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Wschodni
T20240301-018,2024-03-01,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Wschodni
T20240414-012,2024-04-14,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Wschodni
T20240315-023,2024-03-15,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Północny
T20241123-020,2024-11-23,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Centralny
T20240610-024,2024-06-10,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Północny
T20241108-009,2024-11-08,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240601-012,2024-06-01,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Północny
T20240521-016,2024-05-21,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,3,588.6,20.0,608.6,Wschodni
T20240123-014,2024-01-23,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Centralny
T20241019-020,2024-10-19,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Południowy
T20241018-018,2024-10-18,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Centralny
T20241107-020,2024-11-07,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Południowy
T20240904-020,2024-09-04,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20240730-020,2024-07-30,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Wschodni
T20241209-022,2024-12-09,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Wschodni
T20240519-019,2024-05-19,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Wschodni
T20240522-016,2024-05-22,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Wschodni
T20241207-017,2024-12-07,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Zachodni
T20240102-017,2024-01-02,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Centralny
T20240813-019,2024-08-13,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Północny
T20240903-020,2024-09-03,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Wschodni
T20240108-028,2024-01-08,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Północny
T20240209-013,2024-02-09,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Centralny
T20241028-019,2024-10-28,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Wschodni
T20240229-024,2024-02-29,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Południowy
T20240919-020,2024-09-19,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Południowy
T20241225-021,2024-12-25,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Wschodni
T20240910-018,2024-09-10,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Północny
T20240918-027,2024-09-18,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20241102-014,2024-11-02,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Centralny
T20240712-014,2024-07-12,Dom i ogród,Komplet pościeli Dream,192.15,4,768.6,12.0,780.6,Północny
T20241224-020,2024-12-24,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Południowy
T20241007-013,2024-10-07,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Południowy
T20240610-025,2024-06-10,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Południowy
T20241206-024,2024-12-06,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20240228-012,2024-02-28,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Wschodni
T20241029-017,2024-10-29,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Zachodni
T20240503-016,2024-05-03,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,3,3409.2,40.0,3449.2,Południowy
T20240208-021,2024-02-08,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Południowy
T20240110-016,2024-01-10,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240625-013,2024-06-25,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Zachodni
T20240812-032,2024-08-12,Odzież,T-shirt BasicColor,70.75,5,353.75,12.0,365.75,Centralny
T20241010-014,2024-10-10,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Południowy
T20240411-017,2024-04-11,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20241105-019,2024-11-05,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Centralny
T20240901-020,2024-09-01,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Wschodni
T20241016-018,2024-10-16,Artykuły sportowe,Kijki trekkingowe Hike,130.8,3,392.4,12.0,404.4,Północny
T20240704-031,2024-07-04,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20241008-024,2024-10-08,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20241212-019,2024-12-12,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Wschodni
T20240711-021,2024-07-11,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20240602-015,2024-06-02,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Wschodni
T20240707-025,2024-07-07,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Północny
T20240815-019,2024-08-15,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Południowy
T20240528-024,2024-05-28,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Wschodni
T20240618-017,2024-06-18,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Północny
T20240208-022,2024-02-08,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20241117-017,2024-11-17,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Zachodni
T20240428-022,2024-04-28,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Centralny
T20241005-021,2024-10-05,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Centralny
T20241110-013,2024-11-10,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Południowy
T20241107-021,2024-11-07,Odzież,Kurtka zimowa męska Alpine,378.4,3,1135.2,20.0,1155.2,Południowy
T20240727-021,2024-07-27,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Centralny
T20240610-026,2024-06-10,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Wschodni
T20240511-027,2024-05-11,Książki,Powieść 'Tajemnica Gór',41.75,2,83.5,8.0,91.5,Południowy
T20240103-014,2024-01-03,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Północny
T20241004-022,2024-10-04,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Centralny
T20240810-017,2024-08-10,Artykuły sportowe,Piłka do koszykówki Pro,124.2,3,372.6,12.0,384.6,Centralny
T20240601-013,2024-06-01,Zabawki,Auto zdalnie sterowane RacerX,218.4,5,1092.0,20.0,1112.0,Centralny
T20240401-016,2024-04-01,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Południowy
T20240913-016,2024-09-13,Dom i ogród,Komplet pościeli Dream,192.15,2,384.3,12.0,396.3,Zachodni
T20240702-018,2024-07-02,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Wschodni
T20241223-021,2024-12-23,Książki,Kryminał 'Ciemna Noc',39.92,3,119.76,8.0,127.76,Północny
T20240316-015,2024-03-16,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Północny
T20240314-022,2024-03-14,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Centralny
T20240222-015,2024-02-22,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Wschodni
T20240625-014,2024-06-25,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Wschodni
T20240522-017,2024-05-22,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Południowy
T20240730-021,2024-07-30,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Zachodni
T20240715-014,2024-07-15,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Centralny
T20241110-014,2024-11-10,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Wschodni
T20240525-021,2024-05-25,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,3,588.6,20.0,608.6,Zachodni
T20240915-019,2024-09-15,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Wschodni
T20240623-015,2024-06-23,Odzież,Sukienka letnia Sunshine,160.2,4,640.8,12.0,652.8,Zachodni
T20240629-015,2024-06-29,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Południowy
T20240920-028,2024-09-20,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Południowy
T20240408-016,2024-04-08,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Zachodni
T20241216-019,2024-12-16,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Centralny
T20240402-016,2024-04-02,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Południowy
T20240213-013,2024-02-13,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Centralny
T20241214-019,2024-12-14,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Północny
T20241025-026,2024-10-25,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Centralny
T20241208-014,2024-12-08,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Centralny
T20240426-025,2024-04-26,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Wschodni
T20240519-020,2024-05-19,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Zachodni
T20240907-027,2024-09-07,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Północny
T20240417-019,2024-04-17,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Wschodni
T20240729-013,2024-07-29,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Zachodni
T20240817-021,2024-08-17,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Zachodni
T20240326-025,2024-03-26,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Zachodni
T20240216-021,2024-02-16,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Północny
T20240412-022,2024-04-12,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Południowy
T20240224-021,2024-02-24,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Wschodni
T20240110-017,2024-01-10,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Wschodni
T20241117-018,2024-11-17,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240718-028,2024-07-18,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Zachodni
T20240419-021,2024-04-19,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20241127-016,2024-11-27,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20240723-021,2024-07-23,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20241113-024,2024-11-13,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240706-017,2024-07-06,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Zachodni
T20241129-019,2024-11-29,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Centralny
T20240510-023,2024-05-10,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Centralny
T20240307-024,2024-03-07,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Zachodni
T20240610-027,2024-06-10,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240728-018,2024-07-28,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Zachodni
T20240208-023,2024-02-08,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Zachodni
T20240810-018,2024-08-10,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20241213-023,2024-12-13,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Południowy
T20240818-024,2024-08-18,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Centralny
T20240714-013,2024-07-14,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Północny
T20241008-025,2024-10-08,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20240229-025,2024-02-29,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Wschodni
T20240116-014,2024-01-16,Artykuły sportowe,Rower górski XTerra,1763.0,3,5289.0,40.0,5329.0,Północny
T20240701-021,2024-07-01,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Wschodni
T20240613-016,2024-06-13,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Wschodni
T20241027-020,2024-10-27,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Północny
T20240903-021,2024-09-03,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Północny
T20241208-015,2024-12-08,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,3,3409.2,40.0,3449.2,Wschodni
T20240320-019,2024-03-20,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Zachodni
T20240813-020,2024-08-13,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Zachodni
T20241120-012,2024-11-20,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Centralny
T20241028-020,2024-10-28,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Wschodni
T20240825-017,2024-08-25,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Wschodni
T20240103-015,2024-01-03,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Centralny
T20240901-021,2024-09-01,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240602-016,2024-06-02,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Zachodni
T20241118-019,2024-11-18,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,5,981.0,20.0,1001.0,Wschodni
T20240819-028,2024-08-19,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240124-016,2024-01-24,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Południowy
T20240117-022,2024-01-17,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Wschodni
T20241111-016,2024-11-11,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Wschodni
T20240302-018,2024-03-02,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Północny
T20241014-027,2024-10-14,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240919-021,2024-09-19,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Północny
T20240719-018,2024-07-19,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Centralny
T20240103-016,2024-01-03,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Zachodni
T20240305-032,2024-03-05,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Północny
T20240924-023,2024-09-24,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Zachodni
T20240728-019,2024-07-28,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20240722-020,2024-07-22,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Południowy
T20240820-018,2024-08-20,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Północny
T20240604-027,2024-06-04,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Wschodni
T20240620-016,2024-06-20,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240315-024,2024-03-15,Książki,Atlas Świata 2024,97.1,3,291.3,8.0,299.3,Zachodni
T20241213-024,2024-12-13,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Centralny
T20240120-028,2024-01-20,Książki,Książka kucharska 'Smaki Azji',70.92,5,354.6,8.0,362.6,Zachodni
T20240730-022,2024-07-30,Zabawki,Puzzle 1000el. WorldMap,72.3,2,144.6,12.0,156.6,Północny
T20241113-025,2024-11-13,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Centralny
T20240509-014,2024-05-09,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20240927-016,2024-09-27,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Centralny
